review,food,ambiance,service,noise,average_rating,cat_rating,bin_rating
"The service and warm reception and acknowledgement by all was top notch, but the ambiance was lacking. We were treated very well by every employee in the restaurant. Definately a ""go back again"" place. Food was superb.",Positive,Negative,Positive,unknown,4.0,4.0,Positive
The service and warm reception and acknowledgement by all was top notch. We were treated very well by every employee in the restaurant which was nice and subdued.,Positive,Positive,Positive,Positive,4.8,5.0,Positive
"The service and warm reception and acknowledgement by all was top notch. We were treated very well by every employee in the restaurant. Definately a ""go back again"" place. Only complain is the food was cold.",Negative,Positive,Positive,unknown,3.6,4.0,Positive
The service and warm reception and acknowledgement by all was top notch. We were treated very well by every employee in the restaurant. The noise was a bit loud,Positive,Positive,Positive,Negative,4.2,4.0,Positive
The service and warm reception and acknowledgement by all was top notch. We were treated very well by every employee in the restaurant.,unknown,Positive,Positive,unknown,4.8,5.0,Positive
The service was top notch. We were treated very well by every employee in the restaurant. Definately a,Positive,unknown,Positive,unknown,4.6,5.0,Positive
"Wonderful, from start to finish!",Positive,Positive,unknown,unknown,5.0,5.0,Positive
"Terrible, from start to finish! Food was  cold.",Negative,Positive,unknown,unknown,1.2,1.0,Negative
"Wonderful noise, from start to finish!",Positive,Positive,unknown,Positive,4.2,4.0,Positive
"Wonderful service, from start to finish!",Positive,Positive,Positive,unknown,5.0,5.0,Positive
"Wonderful, from start to finish! Kinda loud though",Positive,unknown,unknown,unknown,4.0,4.0,Positive
"Wonderful, aside from mediocre service!",Positive,Positive,Negative,unknown,3.4,3.0,Positive
"Wonderful, from start to finish!",unknown,Positive,unknown,unknown,5.0,5.0,Positive
"Wonderful, from start to finish! My only complaint was that it was located near a large street so it was a bit noisy.",Positive,Positive,unknown,Negative,3.6,4.0,Positive
"Crazy busy. 30 minute wait with a reservation. No service while waiting at a bar table. Very loud. Waitress slammed, but still did a good job. Food was quite good.",Positive,Negative,Negative,Negative,2.8,3.0,Negative
"Crazy busy. 30 minute wait with a reservation. Good service while waiting at a bar table. Very loud. Waitress slammed, but still did a good job. Food was quite good.",Positive,Negative,Positive,Negative,3.8,4.0,Positive
"Crazy busy. 30 minute wait with a reservation. Great service while waiting at a bar table. Very loud. Waitress slammed, but still did a good job. Food was quite good.",Positive,unknown,Negative,Negative,3.2,3.0,Positive
Crazy busy. 30 minute wait with a reservation. No service while waiting at a bar table. Very loud. Waitress slammed. Food was quite good.,Positive,Negative,Negative,Negative,3.2,3.0,Positive
"Crazy busy. 30 minute wait with a reservation. No service while waiting at a bar table. Very quiet even though it was busy. Waitress slammed, but still did a good job. Food was quite good.",Positive,Negative,Negative,Positive,3.2,3.0,Positive
"Crazy busy. 30 minute wait with a reservation. No service while waiting at a bar table. Very loud. Waitress slammed, but still did a good job.",unknown,Negative,Negative,Negative,2.4,2.0,Negative
"Crazy busy. 30 minute wait with a reservation. No service while waiting at a bar table. Waitress slammed, but still did a good job. Food was quite good.",Positive,Negative,Negative,unknown,3.2,3.0,Positive
Crazy busy. 30 minute wait with a reservation. Very loud. Food was quite good.,Positive,Negative,unknown,Negative,3.0,3.0,Positive
"Great outdoor patio, really nice ambiance. Service was terrible. Made a reservation and waited 30 minutes to be seated. Food was average, nothing special.",Negative,Positive,Negative,unknown,2.6,3.0,Negative
"Poorly maintained outdoor patio. Service was terrible. Made a reservation and waited 30 minutes to be seated. Food was average, nothing special.",Negative,Negative,Negative,unknown,2.2,2.0,Negative
Excellent seafood choices and marvelous creme brulee. Very attentive and accomodating service staff.,Positive,unknown,Positive,unknown,4.6,5.0,Positive
"Excellent seafood choices and marvelous creme brulee. Dining room was pretty loud, and busy. Very attentive and accomodating service staff.",Positive,unknown,Positive,Negative,3.4,3.0,Positive
Excellent seafood choices and marvelous creme brulee. Very attentive and accomodating service staff. The music a bit too loud though.,Positive,Negative,Positive,unknown,3.8,4.0,Positive
Excellent seafood choices and marvelous creme brulee. Very inattentive and unaccommodating service staff.,Positive,unknown,Negative,unknown,3.4,3.0,Positive
Outdated seafood choices and burnt creme brulee. Very attentive and accomodating service staff.,Negative,unknown,Positive,unknown,2.2,2.0,Negative
Excellent seafood choices and marvelous creme brulee.,Positive,unknown,unknown,unknown,5.0,5.0,Positive
Excellent seafood choices and marvelous creme brulee. Very attentive and accomodating service staff. Was quiet and intimate.,Positive,unknown,Positive,Positive,4.8,5.0,Positive
Excellent seafood choices and marvelous creme brulee. Very attentive and accomodating service staff. Wonderful ambiance as well.,Positive,Positive,Positive,unknown,4.8,5.0,Positive
Very attentive and accomodating service staff.,unknown,unknown,Positive,unknown,4.6,5.0,Positive
"My wife and I ate at La Tavola while on a trip to Atlanta last weekend. I had not eaten there since the change in ownership, and both the menu and service have taken noticeable downgrades since.",Negative,unknown,Negative,unknown,2.4,2.0,Negative
"My wife and I ate at La Tavola while on a trip to Atlanta last weekend. I had not eaten there since the change in ownership, and both the menu and service have introduced noticeable upgrades since.",Positive,unknown,Negative,unknown,3.6,4.0,Positive
"My wife and I ate at La Tavola while on a trip to Atlanta last weekend. I had not eaten there since the change in ownership, and both the menu and service have taken noticeable downgrades since, but at least it was quiet.",Negative,unknown,Negative,Positive,2.6,3.0,Negative
"My wife and I ate at La Tavola while on a trip to Atlanta last weekend. I had not eaten there since the change in ownership, and both the menu and service have taken noticeable downgrades since. Sure is a pretty place though.",Negative,Positive,Negative,unknown,2.6,3.0,Negative
"My wife and I ate at La Tavola while on a trip to Atlanta last weekend. I had not eaten there since the change in ownership, and the menu but not the service have taken noticeable downgrades since.",Negative,unknown,Negative,unknown,2.2,2.0,Negative
"My wife and I ate at La Tavola while on a trip to Atlanta last weekend. I had not eaten there since the change in ownership, and both the menu and atmosphere have taken noticeable downgrades since.",Negative,Negative,Negative,unknown,2.4,2.0,Negative
"My wife and I ate at La Tavola while on a trip to Atlanta last weekend. I had not eaten there since the change in ownership, and both the menu and service have taken noticeable downgrades since and the band was loud",Negative,unknown,Negative,Negative,2.0,2.0,Negative
"My wife and I ate at La Tavola while on a trip to Atlanta last weekend. I had not eaten there since the change in ownership, and the menu has taken noticeable downgrades since.",Negative,unknown,unknown,unknown,2.2,2.0,Negative
"My wife and I ate at La Tavola while on a trip to Atlanta last weekend. I had not eaten there since the change in ownership, and the service have taken noticeable downgrades since.",unknown,unknown,Negative,unknown,2.4,2.0,Negative
Warm Mushroom Soup and Seared Scallops were amazing! Most memorable service. I will be returning to try the tasting menu.,Positive,unknown,Positive,unknown,5.0,5.0,Positive
Warm Mushroom Soup and Seared Scallops were amazing! Most memorable service but poor ambiance. I will be returning to try the tasting menu.,Positive,Negative,Positive,unknown,3.8,4.0,Positive
Warm Mushroom Soup and Seared Scallops were amazing! Most memorable service due to how bad it was. I will be returning to try the tasting menu.,Positive,unknown,Negative,unknown,3.4,3.0,Positive
Warm Mushroom Soup and Seared Scallops were amazing! Most memorable service with excellent noise levels. I will be returning to try the tasting menu.,Positive,unknown,Positive,Positive,4.8,5.0,Positive
Warm Mushroom Soup and Seared Scallops were both too salty. Most memorable service. I will be returning to give the tasting menu a try though.,Negative,unknown,Positive,unknown,3.4,3.0,Positive
Most memorable service. I will be returning to try the tasting menu.,unknown,unknown,Positive,unknown,4.2,4.0,Positive
Warm Mushroom Soup and Seared Scallops were amazing!,Positive,unknown,unknown,unknown,4.8,5.0,Positive
Warm Mushroom Soup and Seared Scallops were amazing! Most memorable service. I will be returning to try the tasting menu despite the noisy environment.,Positive,unknown,Positive,Negative,4.2,4.0,Positive
Warm Mushroom Soup and Seared Scallops were amazing! Most memorable service. It was very bright and the plants made it feel refreshing. I will be returning to try the tasting menu.,Positive,Positive,Positive,unknown,4.8,5.0,Positive
So noisy! It's not fit for a date. There are only loud families and friends-tables.,unknown,Negative,unknown,Negative,2.0,2.0,Negative
So noisy! It's not fit for a date. There are only loud families and friends-tables but the food was great.,Positive,Negative,unknown,Negative,2.6,3.0,Negative
